first,second,result,moves
18,11,1,27
18,3,1,29
18,13,1,27
18,6,1,27
18,15,1,27
18,17,1,29
18,10,1,29
18,5,1,29
18,18,0,30
18,4,1,27
18,16,1,29
2,19,2,28
18,12,1,29
4,19,2,28
1,19,0,30
6,19,0,30
8,19,0,30
10,19,0,30
3,19,2,26
5,19,2,24
9,19,0,30
7,19,2,24
12,19,0,30
11,19,0,30
13,19,0,30
14,19,0,30
15,19,0,30
17,19,0,30
16,19,0,30
18,19,0,30
18,14,0,30
19,1,1,11
19,5,1,29
19,2,1,27
19,8,1,27
19,9,1,27
19,11,1,27
19,3,1,29
19,4,1,27
19,7,1,25
19,13,1,27
19,6,1,27
19,15,1,27
19,17,1,29
19,10,1,29
19,18,0,30
19,19,0,30
2,20,2,28
1,20,0,30
4,20,2,28
8,20,0,30
6,20,0,30
5,20,2,24
7,20,2,24
19,16,0,30
3,20,2,24
10,20,0,30
19,12,0,30
12,20,0,30
13,20,0,30
14,20,0,30
19,14,0,30
16,20,0,30
18,20,0,30
15,20,0,30
19,20,0,30
17,20,0,30
9,20,2,30
11,20,0,30
20,2,1,27
20,7,1,25
20,8,1,27
20,9,1,27
20,4,1,27
20,1,1,11
20,11,1,27
20,5,1,29
20,3,1,29
20,13,1,27
20,15,1,27
20,10,1,29
20,17,1,29
20,18,0,30
20,6,1,27
20,19,0,30
20,20,0,30
20,16,1,29
20,12,2,30
20,14,2,28
4,21,2,28
6,21,0,30
8,21,0,30
2,21,2,28
10,21,0,30
3,21,2,24
9,21,2,30
12,21,0,30
13,21,0,30
14,21,0,30
5,21,2,24
16,21,0,30
1,21,0,30
15,21,0,30
17,21,0,30
18,21,0,30
19,21,0,30
7,21,2,24
20,21,0,30
11,21,2,28
21,1,1,11
21,3,1,29
21,4,1,27
21,5,1,29
21,8,1,27
21,9,1,27
21,2,1,27
21,11,1,27
21,13,1,27
21,6,1,27
21,10,1,29
21,15,1,27
21,17,1,29
21,18,0,30
21,7,1,25
21,19,0,30
21,20,0,30
21,21,0,30
21,16,0,30
21,12,2,28
3,22,2,24
4,22,2,26
1,22,2,20
2,22,2,26
5,22,2,24
7,22,2,24
8,22,2,30
6,22,2,30
10,22,2,28
12,22,2,28
13,22,2,28
14,22,2,28
15,22,2,28
9,22,2,30
16,22,0,30
18,22,0,30
17,22,0,30
19,22,0,30
20,22,0,30
21,22,0,30
21,14,0,30
11,22,2,28
22,2,1,27
22,7,1,25
22,6,1,27
22,8,1,27
22,9,1,27
22,11,1,27
22,4,1,27
22,13,1,27
22,3,1,29
22,15,1,27
22,1,1,11
22,17,1,29
22,19,0,30
22,5,1,29
22,18,0,30
22,20,0,30
22,21,0,30
22,22,0,30
22,10,1,29
22,16,0,30
22,12,1,29
22,14,1,27
6,23,2,30
2,23,2,26
8,23,2,30
10,23,2,28
3,23,2,24
1,23,2,20
12,23,2,28
13,23,2,28
14,23,2,28
15,23,2,28
16,23,0,30
17,23,0,30
18,23,0,30
19,23,0,30
20,23,0,30
21,23,0,30
22,23,0,30
9,23,0,30
7,23,2,24
11,23,2,28
5,23,2,24
4,23,2,26
23,3,1,29
23,6,1,27
23,2,1,27
23,8,1,27
23,9,1,27
23,1,1,11
23,11,1,27
23,13,1,27
23,4,1,27
23,15,1,27
23,5,1,29
23,10,1,29
23,17,1,29
23,18,0,30
23,7,1,25
23,19,0,30
23,20,0,30
23,21,0,30
23,22,0,30
23,23,0,30
23,16,1,29
23,12,1,29
3,24,2,20
1,24,2,20
4,24,2,26
5,24,2,20
6,24,2,26
2,24,2,26
10,24,2,26
11,24,2,26
12,24,2,26
13,24,2,26
7,24,2,28
9,24,2,28
8,24,2,24
15,24,2,28
16,24,2,30
14,24,2,28
17,24,2,28
20,24,2,30
18,24,2,30
19,24,2,30
22,24,0,30
23,24,0,30
21,24,2,30
23,14,0,30
24,3,1,29
24,6,1,27
24,1,1,11
24,8,1,27
24,9,1,27
24,10,1,29
24,11,1,27
24,4,1,27
24,13,1,27
24,5,1,29
24,15,1,27
24,2,1,27
24,7,1,25
24,17,1,29
24,18,0,30
24,19,0,30
24,20,0,30
24,21,0,30
24,22,0,30
24,23,0,30
24,16,1,29
24,24,0,30
24,12,1,29
24,14,1,29
4,25,2,26
5,25,2,20
2,25,2,26
3,25,2,20
8,25,2,24
9,25,2,28
10,25,2,26
11,25,2,26
12,25,2,26
13,25,2,26
14,25,2,28
15,25,2,28
16,25,2,30
17,25,2,28
18,25,2,30
19,25,2,30
20,25,2,30
21,25,2,30
22,25,0,30
23,25,0,30
24,25,0,30
7,25,2,28
6,25,2,26
1,25,2,20
25,4,1,27
25,5,1,27
25,7,1,27
25,9,1,27
25,1,1,27
25,6,1,27
25,11,1,27
25,12,1,27
25,13,1,27
25,14,1,27
25,15,1,27
25,8,1,27
25,16,0,30
25,17,0,30
25,10,1,27
25,18,0,30
25,2,1,27
25,3,1,27
25,19,0,30
25,20,0,30
25,21,0,30
25,22,0,30
25,23,0,30
25,24,0,30
2,26,2,26
8,26,2,24
3,26,2,20
7,26,2,28
4,26,2,26
9,26,2,28
10,26,2,26
11,26,2,26
12,26,2,26
13,26,2,26
14,26,2,28
15,26,2,28
16,26,2,30
17,26,2,28
18,26,2,30
19,26,2,30
20,26,2,30
21,26,2,30
22,26,0,30
23,26,0,30
24,26,0,30
5,26,2,20
1,26,2,20
6,26,2,26
25,25,0,30
25,26,0,30
26,2,1,27
26,1,1,11
26,7,1,25
26,8,1,27
26,9,1,27
26,5,1,29
26,10,1,29
26,11,1,27
26,13,1,27
26,3,1,29
26,15,1,27
26,6,1,27
26,16,1,29
26,17,1,29
26,18,0,30
26,19,0,30
26,20,0,30
26,21,0,30
26,22,0,30
26,23,0,30
26,4,1,27
26,24,0,30
26,25,0,30
26,26,0,30
26,12,1,29
26,14,1,29
8,27,0,30
4,27,2,28
1,27,0,30
5,27,2,24
2,27,2,28
10,27,0,30
9,27,0,30
12,27,0,30
11,27,2,28
13,27,0,30
14,27,0,30
16,27,0,30
15,27,0,30
21,27,0,30
22,27,0,30
19,27,0,30
20,27,0,30
17,27,0,30
18,27,0,30
23,27,0,30
24,27,0,30
26,27,0,30
3,27,2,26
7,27,2,24
6,27,0,30
27,2,1,27
27,7,1,25
27,1,1,11
27,3,1,29
27,5,1,29
27,8,1,27
27,4,1,27
27,9,1,27
27,10,1,29
27,11,1,27
27,13,1,27
25,27,0,30
27,15,1,27
27,16,1,29
27,17,1,29
27,18,0,30
27,19,0,30
27,20,0,30
27,21,0,30
27,22,0,30
27,23,0,30
27,24,0,30
27,25,0,30
27,26,0,30
27,27,0,30
27,12,1,29
27,6,1,27
27,14,1,29
6,28,0,30
1,28,0,30
10,28,0,30
4,28,2,28
9,28,0,30
2,28,2,28
11,28,2,28
12,28,0,30
13,28,0,30
14,28,0,30
15,28,0,30
16,28,0,30
17,28,0,30
18,28,0,30
19,28,0,30
20,28,0,30
21,28,0,30
22,28,0,30
23,28,0,30
24,28,0,30
26,28,0,30
5,28,2,24
27,28,0,30
8,28,0,30
3,28,2,26
7,28,2,24
25,28,0,30
28,2,1,27
28,1,1,11
28,8,1,27
28,9,1,27
28,10,1,29
28,11,1,27
28,13,1,27
28,15,1,27
28,16,1,29
28,17,1,29
28,18,0,30
28,19,0,30
28,20,0,30
28,21,0,30
28,3,1,29
28,12,1,29
28,22,0,30
28,23,0,30
28,24,0,30
28,25,0,30
28,26,0,30
28,27,0,30
28,28,0,30
28,5,1,29
28,4,1,27
28,7,1,25
28,6,1,27
2,29,2,28
3,29,2,26
1,29,0,30
5,29,2,24
6,29,0,30
7,29,2,24
8,29,0,30
9,29,0,30
10,29,0,30
11,29,2,28
12,29,0,30
13,29,0,30
19,29,0,30
15,29,0,30
16,29,0,30
17,29,0,30
18,29,0,30
14,29,0,30
20,29,0,30
21,29,0,30
22,29,0,30
23,29,0,30
24,29,0,30
26,29,0,30
27,29,0,30
28,29,0,30
4,29,2,28
28,14,1,29
25,29,0,30
29,7,1,25
29,8,1,27
29,9,1,27
29,10,1,29
29,11,1,27
29,12,1,29
29,13,1,27
29,4,1,27
29,14,1,29
29,15,1,27
29,16,1,29
29,17,1,29
29,18,0,30
29,2,1,27
29,19,0,30
29,20,0,30
29,21,0,30
29,22,0,30
29,23,0,30
29,24,0,30
29,25,0,30
29,5,1,29
29,26,0,30
29,27,0,30
29,28,0,30
29,29,0,30
1,30,0,30
2,30,2,28
3,30,2,26
29,6,1,27
4,30,2,28
5,30,2,24
6,30,0,30
7,30,2,24
8,30,0,30
9,30,0,30
10,30,0,30
11,30,2,28
12,30,0,30
13,30,0,30
14,30,0,30
15,30,0,30
16,30,0,30
17,30,0,30
18,30,0,30
19,30,0,30
20,30,0,30
21,30,0,30
22,30,0,30
23,30,0,30
24,30,0,30
25,30,0,30
26,30,0,30
27,30,0,30
28,30,0,30
29,30,0,30
29,3,1,29
29,1,1,11
30,5,1,29
30,9,1,27
30,1,1,11
30,3,1,29
30,10,1,29
30,11,1,27
30,12,1,29
30,13,1,27
30,14,1,29
30,15,1,27
30,16,1,29
30,17,1,29
30,18,0,30
30,19,0,30
30,20,0,30
30,21,0,30
30,22,0,30
30,23,0,30
30,24,0,30
30,25,0,30
30,26,0,30
30,27,0,30
30,28,0,30
30,29,0,30
30,30,0,30
30,4,1,27
30,6,1,27
30,2,1,27
30,7,1,25
30,8,1,27
